wavelength,T,empty1,empty2,empty3
472.3,0.00000072,,,
472.4,0.00000062,,,
472.5,0.00000052,,,
472.6,0.00000046,,,
472.7,0.0000004,,,
472.8,0.00000035,,,
472.9,0.00000031,,,
473,0.00000028,,,
473.1,0.00000025,,,
473.2,0.00000022,,,
473.3,0.0000002,,,
473.4,0.00000019,,,
473.5,0.00000017,,,
473.6,0.00000016,,,
473.7,0.00000015,,,
473.8,0.00000014,,,
473.9,0.00000013,,,
474,0.00000013,,,
474.1,0.00000012,,,
474.2,0.00000012,,,
474.3,0.00000011,,,
474.4,0.00000011,,,
474.5,0.00000011,,,
474.6,0.0000001,,,
474.7,0.0000001,,,
474.8,0.0000001,,,
474.9,0.0000001,,,
475,0.0000001,,,
475.1,0.0000001,,,
475.2,0.0000001,,,
475.3,0.0000001,,,
475.4,0.0000001,,,
475.5,0.00000011,,,
475.6,0.00000011,,,
475.7,0.00000011,,,
475.8,0.00000012,,,
475.9,0.00000012,,,
476,0.00000013,,,
476.1,0.00000013,,,
476.2,0.00000014,,,
476.3,0.00000015,,,
476.4,0.00000016,,,
476.5,0.00000017,,,
476.6,0.00000019,,,
476.7,0.0000002,,,
476.8,0.00000022,,,
476.9,0.00000024,,,
477,0.00000026,,,
477.1,0.00000029,,,
477.2,0.00000032,,,
477.3,0.00000035,,,
477.4,0.0000004,,,
477.5,0.00000046,,,
477.6,0.00000051,,,
477.7,0.00000059,,,
477.8,0.00000068,,,
477.9,0.00000078,,,
478,0.00000091,,,
478.1,0.00000107,,,
478.2,0.00000129,,,
478.3,0.00000151,,,
478.4,0.00000182,,,
478.5,0.00000224,,,
478.6,0.00000275,,,
478.7,0.00000347,,,
478.8,0.00000437,,,
478.9,0.0000055,,,
479,0.00000724,,,
479.1,0.00000955,,,
479.2,0.00001318,,,
479.3,0.0000182,,,
479.4,0.0000263,,,
479.5,0.00004074,,,
479.6,0.00006607,,,
479.7,0.00012023,,,
479.8,0.00025704,,,
479.9,0.00077625,,,
480,0.00831764,,,
480.1,0.00676083,,,
480.2,0.00089125,,,
480.3,0.00034674,,,
480.4,0.00019055,,,
480.5,0.00012303,,,
480.6,0.0000871,,,
480.7,0.00006607,,,
480.8,0.00005248,,,
480.9,0.00004266,,,
481,0.00003548,,,
481.1,0.0000302,,,
481.2,0.0000263,,,
481.3,0.00002291,,,
481.4,0.00002042,,,
481.5,0.0000182,,,
481.6,0.00001622,,,
481.7,0.00001479,,,
481.8,0.00001349,,,
481.9,0.0000123,,,
482,0.00001148,,,
482.1,0.00001072,,,
482.2,0.00001,,,
482.3,0.00000933,,,
482.4,0.00000891,,,
482.5,0.00000832,,,
482.6,0.00000794,,,
482.7,0.00000759,,,
482.8,0.00000741,,,
482.9,0.00000708,,,
483,0.00000692,,,
483.1,0.00000676,,,
483.2,0.00000661,,,
483.3,0.00000646,,,
483.4,0.00000631,,,
483.5,0.00000631,,,
483.6,0.00000631,,,
483.7,0.00000617,,,
483.8,0.00000631,,,
483.9,0.00000631,,,
484,0.00000631,,,
484.1,0.00000646,,,
484.2,0.00000661,,,
484.3,0.00000676,,,
484.4,0.00000692,,,
484.5,0.00000708,,,
484.6,0.00000741,,,
484.7,0.00000776,,,
484.8,0.00000813,,,
484.9,0.00000851,,,
485,0.00000891,,,
485.1,0.00000955,,,
485.2,0.00001023,,,
485.3,0.00001096,,,
485.4,0.00001202,,,
485.5,0.00001318,,,
485.6,0.00001445,,,
485.7,0.00001585,,,
485.8,0.00001778,,,
485.9,0.00001995,,,
486,0.00002291,,,
486.1,0.0000263,,,
486.2,0.0000309,,,
486.3,0.00003631,,,
486.4,0.00004365,,,
486.5,0.00005248,,,
486.6,0.00006607,,,
486.7,0.00008318,,,
486.8,0.00010965,,,
486.9,0.00014791,,,
487,0.0002138,,,
487.1,0.00031623,,,
487.2,0.00052481,,,
487.3,0.001,,,
487.4,0.00229087,,,
487.5,0.00676083,,,
487.6,0.00870964,,,
487.7,0.00331131,,,
487.8,0.00147911,,,
487.9,0.00081283,,,
488,0.00052481,,,
488.1,0.00038019,,,
488.2,0.0002884,,,
488.3,0.00022909,,,
488.4,0.00019055,,,
488.5,0.00016218,,,
488.6,0.00014125,,,
488.7,0.00012589,,,
488.8,0.00011482,,,
488.9,0.00010471,,,
489,0.00009772,,,
489.1,0.0000912,,,
489.2,0.0000871,,,
489.3,0.00008318,,,
489.4,0.00008128,,,
489.5,0.00007943,,,
489.6,0.00007762,,,
489.7,0.00007586,,,
489.8,0.00007586,,,
489.9,0.00007586,,,
490,0.00007586,,,
490.1,0.00007762,,,
490.2,0.00007943,,,
490.3,0.00008128,,,
490.4,0.00008318,,,
490.5,0.0000871,,,
490.6,0.0000912,,,
490.7,0.0000955,,,
490.8,0.0001,,,
490.9,0.00010715,,,
491,0.00011482,,,
491.1,0.00012589,,,
491.2,0.00013804,,,
491.3,0.00015136,,,
491.4,0.00016982,,,
491.5,0.00019055,,,
491.6,0.00021878,,,
491.7,0.00025119,,,
491.8,0.00029512,,,
491.9,0.00035481,,,
492,0.00042658,,,
492.1,0.00053703,,,
492.2,0.00067608,,,
492.3,0.00087096,,,
492.4,0.00114815,,,
492.5,0.00154882,,,
492.6,0.00199526,,,
492.7,0.00245471,,,
492.8,0.00263027,,,
492.9,0.00251189,,,
493,0.0020893,,,
493.1,0.00169824,,,
493.2,0.00131826,,,
493.3,0.00104713,,,
493.4,0.00087096,,,
493.5,0.00072444,,,
493.6,0.0006166,,,
493.7,0.00052481,,,
493.8,0.00046774,,,
493.9,0.00042658,,,
494,0.00038905,,,
494.1,0.00036308,,,
494.2,0.00033884,,,
494.3,0.00032359,,,
494.4,0.00031623,,,
494.5,0.00030903,,,
494.6,0.000302,,,
494.7,0.000302,,,
494.8,0.00030903,,,
494.9,0.00031623,,,
495,0.00032359,,,
495.1,0.00033884,,,
495.2,0.00035481,,,
495.3,0.00038019,,,
495.4,0.00040738,,,
495.5,0.00043652,,,
495.6,0.00047863,,,
495.7,0.00053703,,,
495.8,0.00060256,,,
495.9,0.00067608,,,
496,0.00077625,,,
496.1,0.00091201,,,
496.2,0.00107152,,,
496.3,0.00125893,,,
496.4,0.00151356,,,
496.5,0.00186209,,,
496.6,0.00229087,,,
496.7,0.00281838,,,
496.8,0.00346737,,,
496.9,0.0042658,,,
497,0.00501187,,,
497.1,0.0057544,,,
497.2,0.00630957,,,
497.3,0.00645654,,,
497.4,0.00630957,,,
497.5,0.00588844,,,
497.6,0.00549541,,,
497.7,0.00501187,,,
497.8,0.00457088,,,
497.9,0.00416869,,,
498,0.00380189,,,
498.1,0.00354813,,,
498.2,0.00331131,,,
498.3,0.00316228,,,
498.4,0.00301995,,,
498.5,0.00288403,,,
498.6,0.00275423,,,
498.7,0.00263027,,,
498.8,0.0025704,,,
498.9,0.00245471,,,
499,0.00234423,,,
499.1,0.00229087,,,
499.2,0.00218776,,,
499.3,0.0020893,,,
499.4,0.00194984,,,
499.5,0.00186209,,,
499.6,0.00177828,,,
499.7,0.00165959,,,
499.8,0.00158489,,,
499.9,0.00151356,,,
500,0.00141254,,,
500.1,0.00134896,,,
500.2,0.00128825,,,
500.3,0.00123027,,,
500.4,0.0011749,,,
500.5,0.00112202,,,
500.6,0.00109648,,,
500.7,0.00107152,,,
500.8,0.00102329,,,
500.9,0.001,,,
501,0.00097724,,,
501.1,0.00097724,,,
501.2,0.00095499,,,
501.3,0.00095499,,,
501.4,0.00095499,,,
501.5,0.00093325,,,
501.6,0.00093325,,,
501.7,0.00093325,,,
501.8,0.00095499,,,
501.9,0.00095499,,,
502,0.00095499,,,
502.1,0.00095499,,,
502.2,0.00095499,,,
502.3,0.00095499,,,
502.4,0.00095499,,,
502.5,0.00095499,,,
502.6,0.00095499,,,
502.7,0.00095499,,,
502.8,0.00093325,,,
502.9,0.00093325,,,
503,0.00091201,,,
503.1,0.00091201,,,
503.2,0.00089125,,,
503.3,0.00087096,,,
503.4,0.00085114,,,
503.5,0.00083176,,,
503.6,0.00081283,,,
503.7,0.00079433,,,
503.8,0.00079433,,,
503.9,0.00077625,,,
504,0.00075858,,,
504.1,0.00074131,,,
504.2,0.00074131,,,
504.3,0.00074131,,,
504.4,0.00072444,,,
504.5,0.00072444,,,
504.6,0.00072444,,,
504.7,0.00074131,,,
504.8,0.00074131,,,
504.9,0.00075858,,,
505,0.00075858,,,
505.1,0.00077625,,,
505.2,0.00079433,,,
505.3,0.00083176,,,
505.4,0.00085114,,,
505.5,0.00089125,,,
505.6,0.00091201,,,
505.7,0.00095499,,,
505.8,0.001,,,
505.9,0.00104713,,,
506,0.00109648,,,
506.1,0.00114815,,,
506.2,0.00120226,,,
506.3,0.00125893,,,
506.4,0.00131826,,,
506.5,0.00138038,,,
506.6,0.00144544,,,
506.7,0.00151356,,,
506.8,0.00154882,,,
506.9,0.00158489,,,
507,0.00162181,,,
507.1,0.00162181,,,
507.2,0.00165959,,,
507.3,0.00165959,,,
507.4,0.00162181,,,
507.5,0.00162181,,,
507.6,0.00158489,,,
507.7,0.00158489,,,
507.8,0.00154882,,,
507.9,0.00151356,,,
508,0.00147911,,,
508.1,0.00144544,,,
508.2,0.00144544,,,
508.3,0.00141254,,,
508.4,0.00138038,,,
508.5,0.00138038,,,
508.6,0.00138038,,,
508.7,0.00138038,,,
508.8,0.00138038,,,
508.9,0.00138038,,,
509,0.00138038,,,
509.1,0.00141254,,,
509.2,0.00144544,,,
509.3,0.00147911,,,
509.4,0.00151356,,,
509.5,0.00154882,,,
509.6,0.00162181,,,
509.7,0.00165959,,,
509.8,0.0017378,,,
509.9,0.00177828,,,
510,0.00186209,,,
510.1,0.00194984,,,
510.2,0.00204174,,,
510.3,0.0020893,,,
510.4,0.00213796,,,
510.5,0.00218776,,,
510.6,0.00218776,,,
510.7,0.00218776,,,
510.8,0.00218776,,,
510.9,0.00213796,,,
511,0.00204174,,,
511.1,0.00194984,,,
511.2,0.00186209,,,
511.3,0.0017378,,,
511.4,0.00162181,,,
511.5,0.00147911,,,
511.6,0.00138038,,,
511.7,0.00125893,,,
511.8,0.0011749,,,
511.9,0.00107152,,,
512,0.00097724,,,
512.1,0.00091201,,,
512.2,0.00083176,,,
512.3,0.00077625,,,
512.4,0.00072444,,,
512.5,0.00067608,,,
512.6,0.00063096,,,
512.7,0.00058884,,,
512.8,0.00054954,,,
512.9,0.00051286,,,
513,0.00048978,,,
513.1,0.00046774,,,
513.2,0.00043652,,,
513.3,0.00041687,,,
513.4,0.00039811,,,
513.5,0.00038019,,,
513.6,0.00037154,,,
513.7,0.00035481,,,
513.8,0.00033884,,,
513.9,0.00033113,,,
514,0.00032359,,,
514.1,0.00030903,,,
514.2,0.000302,,,
514.3,0.00029512,,,
514.4,0.0002884,,,
514.5,0.00028184,,,
514.6,0.00027542,,,
514.7,0.00027542,,,
514.8,0.00026915,,,
514.9,0.00026303,,,
515,0.00026303,,,
515.1,0.00026303,,,
515.2,0.00025704,,,
515.3,0.00025704,,,
515.4,0.00025704,,,
515.5,0.00025704,,,
515.6,0.00025704,,,
515.7,0.00025704,,,
515.8,0.00025704,,,
515.9,0.00026303,,,
516,0.00026303,,,
516.1,0.00026915,,,
516.2,0.00026915,,,
516.3,0.00027542,,,
516.4,0.00028184,,,
516.5,0.0002884,,,
516.6,0.00029512,,,
516.7,0.000302,,,
516.8,0.00030903,,,
516.9,0.00032359,,,
517,0.00033113,,,
517.1,0.00034674,,,
517.2,0.00036308,,,
517.3,0.00038019,,,
517.4,0.00039811,,,
517.5,0.00041687,,,
517.6,0.00043652,,,
517.7,0.00046774,,,
517.8,0.00048978,,,
517.9,0.00052481,,,
518,0.00056234,,,
518.1,0.00060256,,,
518.2,0.00066069,,,
518.3,0.00070795,,,
518.4,0.00077625,,,
518.5,0.00083176,,,
518.6,0.00091201,,,
518.7,0.00102329,,,
518.8,0.00112202,,,
518.9,0.00125893,,,
519,0.00138038,,,
519.1,0.00154882,,,
519.2,0.0017378,,,
519.3,0.00199526,,,
519.4,0.00223872,,,
519.5,0.0025704,,,
519.6,0.00295121,,,
519.7,0.00338844,,,
519.8,0.00389045,,,
519.9,0.00446684,,,
520,0.00501187,,,
520.1,0.00562341,,,
520.2,0.00616595,,,
520.3,0.00660693,,,
520.4,0.00676083,,,
520.5,0.00676083,,,
520.6,0.00660693,,,
520.7,0.00616595,,,
520.8,0.00562341,,,
520.9,0.00501187,,,
521,0.00446684,,,
521.1,0.00398107,,,
521.2,0.00346737,,,
521.3,0.00301995,,,
521.4,0.00269153,,,
521.5,0.00239883,,,
521.6,0.0020893,,,
521.7,0.00186209,,,
521.8,0.00169824,,,
521.9,0.00151356,,,
522,0.00138038,,,
522.1,0.00125893,,,
522.2,0.00114815,,,
522.3,0.00107152,,,
522.4,0.00097724,,,
522.5,0.00091201,,,
522.6,0.00085114,,,
522.7,0.00081283,,,
522.8,0.00075858,,,
522.9,0.00072444,,,
523,0.00069183,,,
523.1,0.00066069,,,
523.2,0.00063096,,,
523.3,0.0006166,,,
523.4,0.00060256,,,
523.5,0.00058884,,,
523.6,0.00057544,,,
523.7,0.00056234,,,
523.8,0.00056234,,,
523.9,0.00056234,,,
524,0.00056234,,,
524.1,0.00056234,,,
524.2,0.00056234,,,
524.3,0.00057544,,,
524.4,0.00058884,,,
524.5,0.00060256,,,
524.6,0.00063096,,,
524.7,0.00064565,,,
524.8,0.00067608,,,
524.9,0.00072444,,,
525,0.00075858,,,
525.1,0.00081283,,,
525.2,0.00087096,,,
525.3,0.00095499,,,
525.4,0.00102329,,,
525.5,0.00114815,,,
525.6,0.00125893,,,
525.7,0.00141254,,,
525.8,0.00162181,,,
525.9,0.00186209,,,
526,0.00213796,,,
526.1,0.00251189,,,
526.2,0.00301995,,,
526.3,0.00363078,,,
526.4,0.00436516,,,
526.5,0.00537032,,,
526.6,0.00645654,,,
526.7,0.00758578,,,
526.8,0.00870964,,,
526.9,0.00933254,,,
527,0.00933254,,,
527.1,0.00870964,,,
527.2,0.00758578,,,
527.3,0.00660693,,,
527.4,0.00549541,,,
527.5,0.00457088,,,
527.6,0.00389045,,,
527.7,0.00331131,,,
527.8,0.00281838,,,
527.9,0.00239883,,,
528,0.00213796,,,
528.1,0.00186209,,,
528.2,0.00165959,,,
528.3,0.00147911,,,
528.4,0.00131826,,,
528.5,0.00120226,,,
528.6,0.00109648,,,
528.7,0.001,,,
528.8,0.00091201,,,
528.9,0.00083176,,,
529,0.00077625,,,
529.1,0.00070795,,,
529.2,0.00066069,,,
529.3,0.0006166,,,
529.4,0.00056234,,,
529.5,0.00052481,,,
529.6,0.00048978,,,
529.7,0.00045709,,,
529.8,0.00042658,,,
529.9,0.00038905,,,
530,0.00036308,,,
530.1,0.00033884,,,
530.2,0.00031623,,,
530.3,0.00029512,,,
530.4,0.00028184,,,
530.5,0.00026303,,,
530.6,0.00024547,,,
530.7,0.00022909,,,
530.8,0.00021878,,,
530.9,0.00020417,,,
531,0.00019498,,,
531.1,0.00018621,,,
531.2,0.00017783,,,
531.3,0.00016982,,,
531.4,0.00016218,,,
531.5,0.00015488,,,
531.6,0.00014791,,,
531.7,0.00014454,,,
531.8,0.00013804,,,
531.9,0.0001349,,,
532,0.00013183,,,
532.1,0.00012882,,,
532.2,0.00012589,,,
532.3,0.00012589,,,
532.4,0.00012303,,,
532.5,0.00012303,,,
532.6,0.00012023,,,
532.7,0.00012023,,,
532.8,0.00012023,,,
532.9,0.00012303,,,
533,0.00012303,,,
533.1,0.00012303,,,
533.2,0.00012589,,,
533.3,0.00012882,,,
533.4,0.00013183,,,
533.5,0.0001349,,,
533.6,0.00014125,,,
533.7,0.00014454,,,
533.8,0.00015136,,,
533.9,0.00015849,,,
534,0.00016596,,,
534.1,0.00017783,,,
534.2,0.00018621,,,
534.3,0.00019953,,,
534.4,0.00021878,,,
534.5,0.00023442,,,
534.6,0.00025704,,,
534.7,0.00028184,,,
534.8,0.00030903,,,
534.9,0.00033884,,,
535,0.00038019,,,
535.1,0.00043652,,,
535.2,0.00048978,,,
535.3,0.00057544,,,
535.4,0.00066069,,,
535.5,0.00077625,,,
535.6,0.00093325,,,
535.7,0.00112202,,,
535.8,0.00138038,,,
535.9,0.00169824,,,
536,0.00213796,,,
536.1,0.00269153,,,
536.2,0.00331131,,,
536.3,0.0040738,,,
536.4,0.00467735,,,
536.5,0.00501187,,,
536.6,0.00489779,,,
536.7,0.00446684,,,
536.8,0.00389045,,,
536.9,0.00331131,,,
537,0.00281838,,,
537.1,0.00234423,,,
537.2,0.00204174,,,
537.3,0.0017378,,,
537.4,0.00154882,,,
537.5,0.00138038,,,
537.6,0.00123027,,,
537.7,0.00112202,,,
537.8,0.00102329,,,
537.9,0.00095499,,,
538,0.00091201,,,
538.1,0.00085114,,,
538.2,0.00081283,,,
538.3,0.00079433,,,
538.4,0.00075858,,,
538.5,0.00074131,,,
538.6,0.00074131,,,
538.7,0.00072444,,,
538.8,0.00072444,,,
538.9,0.00074131,,,
539,0.00074131,,,
539.1,0.00075858,,,
539.2,0.00077625,,,
539.3,0.00079433,,,
539.4,0.00081283,,,
539.5,0.00085114,,,
539.6,0.00089125,,,
539.7,0.00093325,,,
539.8,0.001,,,
539.9,0.00104713,,,
540,0.00112202,,,
540.1,0.00120226,,,
540.2,0.00131826,,,
540.3,0.00141254,,,
540.4,0.00154882,,,
540.5,0.00169824,,,
540.6,0.00186209,,,
540.7,0.00204174,,,
540.8,0.00223872,,,
540.9,0.00245471,,,
541,0.00275423,,,
541.1,0.00301995,,,
541.2,0.00331131,,,
541.3,0.00363078,,,
541.4,0.00389045,,,
541.5,0.00416869,,,
541.6,0.00446684,,,
541.7,0.00467735,,,
541.8,0.0047863,,,
541.9,0.0047863,,,
542,0.00489779,,,
542.1,0.0047863,,,
542.2,0.00467735,,,
542.3,0.00457088,,,
542.4,0.00446684,,,
542.5,0.0042658,,,
542.6,0.0040738,,,
542.7,0.00398107,,,
542.8,0.00380189,,,
542.9,0.00363078,,,
543,0.00354813,,,
543.1,0.00346737,,,
543.2,0.00331131,,,
543.3,0.00323594,,,
543.4,0.00316228,,,
543.5,0.0030903,,,
543.6,0.0030903,,,
543.7,0.00301995,,,
543.8,0.00301995,,,
543.9,0.00301995,,,
544,0.00295121,,,
544.1,0.00295121,,,
544.2,0.00301995,,,
544.3,0.00301995,,,
544.4,0.00301995,,,
544.5,0.0030903,,,
544.6,0.0030903,,,
544.7,0.00316228,,,
544.8,0.00316228,,,
544.9,0.00323594,,,
545,0.00331131,,,
545.1,0.00331131,,,
545.2,0.00338844,,,
545.3,0.00346737,,,
545.4,0.00354813,,,
545.5,0.00354813,,,
545.6,0.00363078,,,
545.7,0.00371535,,,
545.8,0.00371535,,,
545.9,0.00380189,,,
546,0.00380189,,,
546.1,0.00380189,,,
546.2,0.00389045,,,
546.3,0.00389045,,,
546.4,0.00389045,,,
546.5,0.00389045,,,
546.6,0.00389045,,,
546.7,0.00380189,,,
546.8,0.00380189,,,
546.9,0.00380189,,,
547,0.00371535,,,
547.1,0.00371535,,,
547.2,0.00363078,,,
547.3,0.00363078,,,
547.4,0.00354813,,,
547.5,0.00354813,,,
547.6,0.00346737,,,
547.7,0.00338844,,,
547.8,0.00331131,,,
547.9,0.00331131,,,
548,0.00323594,,,
548.1,0.00316228,,,
548.2,0.0030903,,,
548.3,0.00301995,,,
548.4,0.00301995,,,
548.5,0.00295121,,,
548.6,0.00288403,,,
548.7,0.00281838,,,
548.8,0.00281838,,,
548.9,0.00275423,,,
549,0.00269153,,,
549.1,0.00269153,,,
549.2,0.00269153,,,
549.3,0.00263027,,,
549.4,0.00263027,,,
549.5,0.00263027,,,
549.6,0.00263027,,,
549.7,0.0025704,,,
549.8,0.00263027,,,
549.9,0.00263027,,,
550,0.00263027,,,
550.1,0.00263027,,,
550.2,0.00269153,,,
550.3,0.00269153,,,
550.4,0.00275423,,,
550.5,0.00281838,,,
550.6,0.00288403,,,
550.7,0.00295121,,,
550.8,0.00301995,,,
550.9,0.00316228,,,
551,0.00323594,,,
551.1,0.00338844,,,
551.2,0.00354813,,,
551.3,0.00371535,,,
551.4,0.00389045,,,
551.5,0.00416869,,,
551.6,0.00436516,,,
551.7,0.00467735,,,
551.8,0.00501187,,,
551.9,0.00537032,,,
552,0.0057544,,,
552.1,0.00616595,,,
552.2,0.00676083,,,
552.3,0.0074131,,,
552.4,0.00794328,,,
552.5,0.00870964,,,
552.6,0.00954993,,,
552.7,0.0103148,,,
552.8,0.01118338,,,
552.9,0.01205574,,,
553,0.01288908,,,
553.1,0.01348963,,,
553.2,0.01412538,,,
553.3,0.0144544,,,
553.4,0.01479108,,,
553.5,0.0144544,,,
553.6,0.01412538,,,
553.7,0.01348963,,,
553.8,0.0128825,,,
553.9,0.01202264,,,
554,0.01122018,,,
554.1,0.01023293,,,
554.2,0.00933254,,,
554.3,0.00851138,,,
554.4,0.00776247,,,
554.5,0.00707946,,,
554.6,0.00645654,,,
554.7,0.00588844,,,
554.8,0.00537032,,,
554.9,0.00489779,,,
555,0.00457088,,,
555.1,0.00416869,,,
555.2,0.00389045,,,
555.3,0.00354813,,,
555.4,0.00331131,,,
555.5,0.0030903,,,
555.6,0.00288403,,,
555.7,0.00269153,,,
555.8,0.00251189,,,
555.9,0.00234423,,,
556,0.00223872,,,
556.1,0.0020893,,,
556.2,0.00199526,,,
556.3,0.00186209,,,
556.4,0.00177828,,,
556.5,0.00169824,,,
556.6,0.00162181,,,
556.7,0.00154882,,,
556.8,0.00147911,,,
556.9,0.00141254,,,
557,0.00138038,,,
557.1,0.00131826,,,
557.2,0.00128825,,,
557.3,0.00125893,,,
557.4,0.00123027,,,
557.5,0.00120226,,,
557.6,0.0011749,,,
557.7,0.00114815,,,
557.8,0.00114815,,,
557.9,0.00112202,,,
558,0.00112202,,,
558.1,0.00112202,,,
558.2,0.00112202,,,
558.3,0.00112202,,,
558.4,0.00114815,,,
558.5,0.00114815,,,
558.6,0.0011749,,,
558.7,0.00120226,,,
558.8,0.00123027,,,
558.9,0.00128825,,,
559,0.00131826,,,
559.1,0.00138038,,,
559.2,0.00147911,,,
559.3,0.00154882,,,
559.4,0.00165959,,,
559.5,0.00177828,,,
559.6,0.00190546,,,
559.7,0.0020893,,,
559.8,0.00229087,,,
559.9,0.0025704,,,
560,0.00288403,,,
560.1,0.00331131,,,
560.2,0.00380189,,,
560.3,0.00446684,,,
560.4,0.00524807,,,
560.5,0.00645654,,,
560.6,0.00794328,,,
560.7,0.01,,,
560.8,0.0128825,,,
560.9,0.01659587,,,
561,0.02137962,,,
561.1,0.02511886,,,
561.2,0.02691535,,,
561.3,0.02570396,,,
561.4,0.02137962,,,
561.5,0.01659587,,,
561.6,0.0128825,,,
561.7,0.01,,,
561.8,0.00776247,,,
561.9,0.00616595,,,
562,0.00512861,,,
562.1,0.0042658,,,
562.2,0.00354813,,,
562.3,0.0030903,,,
562.4,0.00269153,,,
562.5,0.00234423,,,
562.6,0.00213796,,,
562.7,0.00190546,,,
562.8,0.0017378,,,
562.9,0.00158489,,,
563,0.00147911,,,
563.1,0.00138038,,,
563.2,0.00131826,,,
563.3,0.00123027,,,
563.4,0.0011749,,,
563.5,0.00112202,,,
563.6,0.00109648,,,
563.7,0.00107152,,,
563.8,0.00104713,,,
563.9,0.00102329,,,
564,0.001,,,
564.1,0.001,,,
564.2,0.001,,,
564.3,0.001,,,
564.4,0.001,,,
564.5,0.001,,,
564.6,0.00102329,,,
564.7,0.00104713,,,
564.8,0.00107152,,,
564.9,0.00109648,,,
565,0.00112202,,,
565.1,0.00114815,,,
565.2,0.00120226,,,
565.3,0.00123027,,,
565.4,0.00128825,,,
565.5,0.00131826,,,
565.6,0.00138038,,,
565.7,0.00144544,,,
565.8,0.00151356,,,
565.9,0.00154882,,,
566,0.00162181,,,
566.1,0.00165959,,,
566.2,0.0017378,,,
566.3,0.00177828,,,
566.4,0.00186209,,,
566.5,0.00190546,,,
566.6,0.00194984,,,
566.7,0.00199526,,,
566.8,0.00199526,,,
566.9,0.00204174,,,
567,0.00204174,,,
567.1,0.0020893,,,
567.2,0.0020893,,,
567.3,0.00213796,,,
567.4,0.00213796,,,
567.5,0.00213796,,,
567.6,0.00218776,,,
567.7,0.00223872,,,
567.8,0.00229087,,,
567.9,0.00234423,,,
568,0.00239883,,,
568.1,0.00251189,,,
568.2,0.00263027,,,
568.3,0.00275423,,,
568.4,0.00295121,,,
568.5,0.00316228,,,
568.6,0.00346737,,,
568.7,0.00380189,,,
568.8,0.0042658,,,
568.9,0.0047863,,,
569,0.00562341,,,
569.1,0.00660693,,,
569.2,0.00812831,,,
569.3,0.01023293,,,
569.4,0.0128825,,,
569.5,0.01659587,,,
569.6,0.02137962,,,
569.7,0.02511886,,,
569.8,0.02511886,,,
569.9,0.02137962,,,
570,0.01584893,,,
570.1,0.01148154,,,
570.2,0.00812831,,,
570.3,0.0060256,,,
570.4,0.00446684,,,
570.5,0.00338844,,,
570.6,0.00269153,,,
570.7,0.00213796,,,
570.8,0.0017378,,,
570.9,0.00144544,,,
571,0.00120226,,,
571.1,0.00104713,,,
571.2,0.00089125,,,
571.3,0.00077625,,,
571.4,0.00069183,,,
571.5,0.00060256,,,
571.6,0.00054954,,,
571.7,0.00048978,,,
571.8,0.00044668,,,
571.9,0.00040738,,,
572,0.00037154,,,
572.1,0.00034674,,,
572.2,0.00032359,,,
572.3,0.000302,,,
572.4,0.00028184,,,
572.5,0.00026915,,,
572.6,0.00025704,,,
572.7,0.00024547,,,
572.8,0.00023442,,,
572.9,0.00022387,,,
573,0.00021878,,,
573.1,0.0002138,,,
573.2,0.00020893,,,
573.3,0.00020417,,,
573.4,0.00019953,,,
573.5,0.00019953,,,
573.6,0.00019498,,,
573.7,0.00019498,,,
573.8,0.00019498,,,
573.9,0.00019953,,,
574,0.00019953,,,
574.1,0.00019953,,,
574.2,0.00020417,,,
574.3,0.00020893,,,
574.4,0.0002138,,,
574.5,0.00022387,,,
574.6,0.00022909,,,
574.7,0.00023988,,,
574.8,0.00025119,,,
574.9,0.00026303,,,
575,0.00027542,,,
575.1,0.0002884,,,
575.2,0.00030903,,,
575.3,0.00033113,,,
575.4,0.00035481,,,
575.5,0.00038905,,,
575.6,0.00041687,,,
575.7,0.00045709,,,
575.8,0.00050119,,,
575.9,0.00056234,,,
576,0.0006166,,,
576.1,0.00069183,,,
576.2,0.00075858,,,
576.3,0.00085114,,,
576.4,0.00095499,,,
576.5,0.00107152,,,
576.6,0.00120226,,,
576.7,0.00131826,,,
576.8,0.00144544,,,
576.9,0.00154882,,,
577,0.00158489,,,
577.1,0.00162181,,,
577.2,0.00162181,,,
577.3,0.00158489,,,
577.4,0.00151356,,,
577.5,0.00141254,,,
577.6,0.00131826,,,
577.7,0.00123027,,,
577.8,0.00112202,,,
577.9,0.00102329,,,
578,0.00095499,,,
578.1,0.00087096,,,
578.2,0.00081283,,,
578.3,0.00075858,,,
578.4,0.00070795,,,
578.5,0.00066069,,,
578.6,0.0006166,,,
578.7,0.00058884,,,
578.8,0.00056234,,,
578.9,0.00053703,,,
579,0.00052481,,,
579.1,0.00050119,,,
579.2,0.00048978,,,
579.3,0.00047863,,,
579.4,0.00047863,,,
579.5,0.00046774,,,
579.6,0.00046774,,,
579.7,0.00046774,,,
579.8,0.00046774,,,
579.9,0.00047863,,,
580,0.00047863,,,
580.1,0.00048978,,,
580.2,0.00050119,,,
580.3,0.00051286,,,
580.4,0.00053703,,,
580.5,0.00054954,,,
580.6,0.00057544,,,
580.7,0.00060256,,,
580.8,0.00064565,,,
580.9,0.00067608,,,
581,0.00072444,,,
581.1,0.00077625,,,
581.2,0.00083176,,,
581.3,0.00091201,,,
581.4,0.00097724,,,
581.5,0.00107152,,,
581.6,0.0011749,,,
